ECU_ADR;ECU_NAME;ECU_SGBD;ID_DATUM;ID_HW_NR;ID_BMW_NR;ID_SG_ADR;ECU_GRUPPE;ID_LIEF_NR;JOB_STATUS;_TEL_ANTWORT;_TEL_AUFTRAG;ECU_GROBNAME;ID_COD_INDEX;ID_DATUM_TAG;ID_LIEF_TEXT;ID_SW_NR_FSV;ID_SW_NR_MCV;ID_SW_NR_OSV;ID_SW_NR_RES;ID_VAR_INDEX;SERIENNUMMER;ID_DATUM_JAHR;ID_DIAG_INDEX;ID_DATUM_MONAT
6D;Sitzmodul Fahrer;FAS_PLX;17.11.2009;08;9196933;109;D_FAS;24;OKAY;BC,F1,6D,5A,80,00,00,09,19,69,33,08,15,0C,50,53,4E,20,09,11,17,24,00,0A,14,07,0E,00,03,03,03,00,00,00,00,00,06,92,73,48,01,11,61,12,30,32,34,31,45,5A,30,30,32,34,31,45,5A,30,46,31,35,30,41,9E;;FAS;21;17;Temic;7.14.0;0.10.20;3.3.3;0.0.0;21326;001116112;2009;3152;11
6E;Sitzmodul Beifahrer;BFS_PLX;17.11.2009;08;9196933;110;D_BFS;24;OKAY;BC,F1,6E,5A,80,00,00,09,19,69,33,08,15,0C,50,53,4E,20,09,11,17,24,00,0A,12,07,0E,00,03,03,03,00,00,00,00,00,06,92,73,48,01,11,61,14,30,32,34,31,45,5A,30,30,32,34,31,45,5A,30,46,31,35,30,41,9F;;BFS;21;17;Temic;7.14.0;0.10.18;3.3.3;0.0.0;21326;001116114;2009;3152;11
70;Lichtmodul mit Adaptiver Lichtsteuerung;LM_AHL_2;17.11.2009;14;9203082;112;D_LM;9;OKAY;BC,F1,70,5A,80,00,00,09,20,30,82,14,35,0D,60,53,52,20,09,11,17,09,00,10,70,04,3C,00,04,00,05,00,00,00,00,00,09,18,73,10,00,04,95,88,30,30,39,31,42,35,30,30,30,39,31,42,35,30,46,34,35,30,41,17;;LM;53;17;Lear Corporation;4.60.0;0.16.112;4.0.5;0.0.0;21330;000049588;2009;3424;11
72;Karosserie Basis Modul;KBM_60;23.08.2007;C5;9176069;114;D_KBM;4;OKAY;9F,F1,72,5A,80,00,00,09,17,60,69,C5,08,07,30,45,54,20,07,08,23,04,00,16,FA,07,08,00,03,02,04,00,00,00,E0;;KBM;8;23;Siemens;7.8.0;0.22.250;3.2.4;0.0.0;17748;;2007;1840;8
73;Zentrales Info Display;CID_90;03.02.2009;39;9211969;115;D_CID;17;OKAY;BC,F1,73,5A,80,00,00,09,21,19,69,39,0F,0A,30,49,41,20,09,02,03,17,00,1F,47,99,45,10,04,02,00,00,00,00,00,00,09,21,19,69,91,18,03,54,30,31,37,31,4A,30,30,30,31,37,31,4A,30,30,46,31,32,30,41,FD;;CID;15;3;Alpine Electronics GmbH;153.69.16;0.31.71;4.2.0;0.0.0;18753;091180354;2009;2608;2
78;Klimabedienteil;IHKA60_2;19.11.2009;15;9248707;120;D_KLIMA;21;OKAY;9F,F1,78,5A,80,00,00,09,24,87,07,15,0D,07,92,47,4E,20,09,11,19,21,00,15,06,05,3D,FF,03,03,3C,00,00,00,FF;;KLIMA;13;19;Preh GmbH;5.61.255;0.21.6;3.3.60;0.0.0;18254;;2009;1938;11
29;Dynamische Stabilitätskontrolle Plus Plus EHB;DSC_60PP;17.04.2007;05;6783362;41;D_DSC;8;OKAY;9F,F1,29,5A,80,00,00,06,78,33,62,05,05,0D,10,52,54,20,07,04,17,08,00,15,A4,05,0E,00,00,00,00,3C,29,44,32;;DSC;5;17;Robert Bosch GmbH;5.14.0;0.21.164;0.0.0;60.41.68;21076;;2007;3344;4
41;Diebstahlwarnanlage;DWA_E65;17.11.2009;03;9149673;65;D_DWA;41;OKAY;9F,F1,41,5A,80,00,00,09,14,96,73,03,05,06,B0,4B,46,20,09,11,17,41,00,0D,48,05,0B,00,03,02,04,00,00,00,20;;DWA;5;17;Megamos;5.11.0;0.13.72;3.2.4;0.0.0;19270;;2009;1712;11
60;Intrumentenkombi;KOMB60;11.11.2009;09;9196108;96;D_KOMBI;10;OKAY;9F,F1,60,5A,80,00,00,09,19,61,08,09,07,06,E0,53,59,20,09,11,11,10,00,15,B1,89,51,00,03,10,01,00,00,00,06;;KOMBI;7;11;VDO;137.81.0;0.21.177;3.16.1;0.0.0;21337;;2009;1760;11
36;Telematic Control Unit;TELE60_3;15.10.2009;19;9231090;54;D_TEL;84;OKAY;9F,F1,36,5A,80,00,00,09,23,10,90,19,16,06,32,55,42,20,09,10,15,84,00,1F,3D,0D,01,03,FF,FF,FF,00,00,00,A6;;TEL/MULF;22;15;TEMIC AUTOMOTIVE of NA;13.1.3;0.31.61;255.255.255;0.0.0;21826;;2009;1586;10
62;MOST/CAN-Gateway (im CIC Rüko);CICR_GW;30.12.1999;00;9273168;98;D_MOSTGW;20;OKAY;BC,F1,62,5A,80,00,00,09,27,31,68,00,00,10,E0,56,43,19,99,12,30,20,00,00,00,08,0F,17,06,00,07,00,00,00,00,00,09,16,91,66,90,82,02,85,30,32,30,32,4A,51,30,30,32,30,32,4A,51,30,46,37,38,30,41,7D;;MOSTGW;0;30;Harman Becker Automotive Systems;8.15.23;0.0.0;6.0.7;0.0.0;22083;090820285;1999;4320;12
55;Plattform MULF2-High;ULF2_HI;24.11.2009;0*;9229740;85;D_ISPB;20;OKAY;BC,F1,55,5A,80,00,00,09,22,97,40,0C,13,10,30,55,45,20,09,11,24,20,00,12,19,08,11,00,FF,FF,FF,00,00,00,00,00,09,20,08,22,9B,54,41,59,30,32,30,32,33,55,30,30,32,30,32,33,55,30,46,45,4B,30,41,B1;;ISPB;19;24;Harman Becker Automotive Systems;8.17.0;0.18.25;255.255.255;0.0.0;21829;09B544159;2009;4144;11
63;Car Infotainment Computer CIC Rüko;CICR;30.12.1999;00;9273157;99;D_MMI;20;OKAY;BC,F1,63,5A,80,00,00,09,27,31,57,00,1A,10,F0,55,55,19,99,12,30,20,00,00,00,08,0F,17,06,00,07,00,00,00,00,00,09,16,91,65,90,82,02,85,30,32,30,32,4A,50,30,30,32,30,32,4A,50,30,46,37,38,52,41,C7;;MMI/CCC;26;30;Harman Becker Automotive Systems;8.15.23;0.0.0;6.0.7;0.0.0;21845;090820285;1999;4336;12
54;Satellitenradio US;SAT_60;31.07.2008;06;9278266;84;D_RADIO;57;OKAY;9F,F1,54,5A,80,00,00,09,27,82,66,06,00,08,60,48,54,20,08,07,31,57,00,0E,98,03,18,17,03,01,02,00,00,00,75;;RADIO;0;31;Visteon Innovation & Technology GmbH;3.24.23;0.14.152;3.1.2;0.0.0;18516;;2008;2144;7
37;Top HIFI Verstärker;AMP_60;13.11.2009;A23;9181745;55;D_AMP;49;OKAY;9F,F1,37,5A,80,00,00,09,18,17,45,D7,03,06,70,46,4E,20,09,11,13,49,00,09,72,08,09,00,03,01,03,00,00,00,2B;;AMP;3;13;Harman Becker Automotive Systems GmbH;8.9.0;0.9.114;3.1.3;0.0.0;17998;;2009;1648;11
92;;;30.12.1999;23;9180490;146;;20;OKAY;BC,F1,92,5A,80,00,00,09,18,04,90,23,00,00,00,57,49,19,99,12,30,20,00,00,00,00,00,00,00,00,00,00,00,00,00,00,09,18,04,90,90,82,02,85,30,32,30,30,30,30,30,30,32,30,30,30,30,30,46,30,30,30,41,AE;;VIRTSG92;0;30;Harman Becker Automotive Systems;0.0.0;0.0.0;0.0.0;0.0.0;22345;090820285;1999;0;12
A0;Festplatte im CIC Rüko;CICR_HD;30.12.1999;00;9273189;160;D_CCC;20;OKAY;BC,F1,A0,5A,80,00,00,09,27,31,89,00,00,11,00,56,51,19,99,12,30,20,00,00,00,08,0F,17,06,00,07,00,00,00,00,00,09,16,91,67,90,82,02,85,30,32,30,32,36,43,30,30,32,30,32,36,43,30,46,37,38,41,41,D9;;CCC;0;30;Harman Becker Automotive Systems;8.15.23;0.0.0;6.0.7;0.0.0;22097;090820285;1999;4352;12
45;Regen- Licht-, und Solarsensor;RLSS70;19.11.2009;C0;9212917;69;D_RLS;3;OKAY;9F,F1,45,5A,80,00,00,09,21,29,17,C0,02,0E,70,55,41,20,09,11,19,03,00,16,80,09,08,2D,01,07,32,01,07,32,8D;;RLS;2;19;Hella Fahrzeugkomponenten GmbH;9.8.45;0.22.128;1.7.50;1.7.50;21825;;2009;3696;11
1E;Variabler Ventiltrieb Bank 2 8 Z. N62, 12 Zyl. N73;VVT_B2_0;29.10.2009;20;7575656;30;D_VVT2;10;OKAY;9F,F1,1E,5A,80,00,00,07,57,56,56,20,00,00,14,39,32,20,09,10,29,10,00,06,8F,06,FF,FF,00,FF,FF,00,00,00,3A;;VVT2;0;29;VDO;6.255.255;0.6.143;0.255.255;0.0.0;14642;;2009;20;10
50;DWA Sirene und Neigungsgeber;SINE_65;16.11.2009;15;9189818;80;D_SINE;46;OKAY;9F,F1,50,5A,80,00,00,09,18,98,18,15,04,03,E0,00,01,20,09,11,16,46,00,00,00,04,05,05,00,00,00,00,00,00,2C;;SINE;4;16;Gemel;4.5.5;0.0.0;0.0.0;0.0.0;1;;2009;992;11
1B;Variabler Ventiltrieb Bank 1 8 Z. N62, 12 Zyl. N73;VVT_B1_0;29.10.2009;20;7575656;27;D_VVT;10;OKAY;9F,F1,1B,5A,80,00,00,07,57,56,56,20,00,00,14,39,32,20,09,10,29,10,00,06,8F,06,FF,FF,00,FF,FF,00,00,00,37;;VVT;0;29;VDO;6.255.255;0.6.143;0.255.255;0.0.0;14642;;2009;20;10
;;;;;;;;;OKAY;;;;;;;;;;;;;;;
